perfil_id,version_perfil,vigencia_desde,pais,moneda,descripcion_visible,nivel_informacion_visible,estado_alcance_mvp,actividad_1_familia,actividad_1_codigo_cuoc,actividad_1_ocupacion_cuoc,actividad_1_codigo_denominacion_cuoc,actividad_1_denominacion_cuoc,actividad_1_rol,actividad_1_modalidad_ingreso,actividad_1_visible,actividad_2_familia,actividad_2_codigo_cuoc,actividad_2_ocupacion_cuoc,actividad_2_codigo_denominacion_cuoc,actividad_2_denominacion_cuoc,actividad_2_rol,actividad_2_modalidad_ingreso,actividad_2_visible,cantidad_fuentes_ingreso,estado_ingresos_extraible,hobby_1,hobby_2,meta_declarada,horizonte_meta,responsabilidad_declarada,personas_a_cargo_declaradas,realidad_sintetica_completa,informacion_extraible,informacion_no_determinable,historia_financiera_controlada,liquidez_inicial,deuda_inicial,consentimiento_analisis,particion,es_sintetico,version_esquema,huella_registro,estado_ingreso_actual,ingreso_mensual_neto,actividad_principal_declarada,ingreso_principal,modalidad_ingreso_principal,tiene_ingreso_adicional,ingreso_adicional,modalidad_ingreso_adicional,objetivo_proximo,hobbies,responsabilidad_financiera,tipos_deuda,nivel_endeudamiento_pct,estado_calculo_endeudamiento,habito_ahorro
PERF_0047,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Editor de video / Editora de video. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 890000 COP. Hobbies declarados: turismo_y_viajes | cocina_y_reposteria. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,diseno_audiovisual_y_edicion_de_video,26541,"Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines",26541.06,Editor de video / Editora de video,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,turismo_y_viajes,cocina_y_reposteria,ampliar_actividad_economica,6_meses,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:diseno_audiovisual_y_edicion_de_video | actividad_secundaria:ninguna | hobbies:turismo_y_viajes | cocina_y_reposteria | meta:ampliar_actividad_economica | responsabilidad:apoyo_parcial_a_dos_familiares | historia:deterioro_reciente,diseno_audiovisual_y_edicion_de_video | turismo_y_viajes | cocina_y_reposteria | ampliar_actividad_economica | apoyo_parcial_a_dos_familiares,otras_fuentes_no_declaradas,deterioro_reciente,13303693,0,si,train,si,fincoach_mvp_estructurado_v2.0,21cd48dc297186657e1bbc26e9f500cc7b1f4b47a67d339322de5ff3b9c346ce,fijo,890000,Editor de video / Editora de video,Editor de video / Editora de video,fijo,no,,,ampliar actividad economica,turismo_y_viajes | cocina_y_reposteria,apoyo parcial a dos familiares,sin_deuda,0.0,calculado,alta
PERF_0048,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Docente de educación básica secundaria. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 4025000 COP. Hobbies declarados: impresion_3d | turismo_y_viajes. Objetivo: comprar equipo de trabajo.,parcial,dentro_del_mvp,docencia_y_formacion,23300,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,principal,variable,si,domicilios_mensajeria_y_reparto,96211.0,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,secundaria,variable,no,1,ingreso_variable_declarado,impresion_3d,turismo_y_viajes,comprar_equipo_de_trabajo,6_a_12_meses,,,actividad_principal:docencia_y_formacion | actividad_secundaria:domicilios_mensajeria_y_reparto | hobbies:impresion_3d | turismo_y_viajes | meta:comprar_equipo_de_trabajo | responsabilidad:gastos_de_un_hijo | historia:fragilidad_sostenida,docencia_y_formacion | impresion_3d | turismo_y_viajes | comprar_equipo_de_trabajo,segunda_actividad_economica | responsabilidades,fragilidad_sostenida,339918,9810803,si,train,si,fincoach_mvp_estructurado_v2.0,911ee8af74f12749f7122cabaffffd324ad2f32ea18dfa0b45596c004accd31f,variable,4025000,Docente de educación básica secundaria,Docente de educación básica secundaria,variable,no,,,comprar equipo de trabajo,impresion_3d | turismo_y_viajes,no declarada,credito,16.12,calculado,media
PERF_0049,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Horticultor / Horticultora. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 2954333 COP. Hobbies declarados: jardineria_y_agricultura_urbana. Objetivo: comprar bicicleta.,parcial,dentro_del_mvp,agricultura,61131,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,jardineria_y_agricultura_urbana,,comprar_bicicleta,6_meses,,,actividad_principal:agricultura | actividad_secundaria:ninguna | hobbies:jardineria_y_agricultura_urbana | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:situacion_critica,agricultura | jardineria_y_agricultura_urbana | comprar_bicicleta,responsabilidades,situacion_critica,1864371,22281500,si,train,si,fincoach_mvp_estructurado_v2.0,63a96108004a0823d76db77961769985430926b4e0ca18a35d756754c9aa78a2,variable,2954333,Horticultor / Horticultora,Horticultor / Horticultora,variable,no,,,comprar bicicleta,jardineria_y_agricultura_urbana,no declarada,credito,18.99,calculado,baja
PERF_0050,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Barbero / Barbera. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 6399000 COP. Hobbies declarados: ciclismo | jardineria_y_agricultura_urbana. Objetivo: hacer viaje.,parcial,dentro_del_mvp,peluqueria_y_barberia,51410,Peluqueros / Peluqueras,51410.001,Barbero / Barbera,principal,estacional,si,,,,,,,,no_aplica,1,ingreso_estacional_declarado,ciclismo,jardineria_y_agricultura_urbana,hacer_viaje,6_a_12_meses,,,actividad_principal:peluqueria_y_barberia | actividad_secundaria:ninguna | hobbies:ciclismo | jardineria_y_agricultura_urbana | meta:hacer_viaje | responsabilidad:medicamentos_de_un_familiar | historia:acumulacion_estable,peluqueria_y_barberia | hacer_viaje,hobbies | responsabilidades,acumulacion_estable,10297987,7501768,si,test,si,fincoach_mvp_estructurado_v2.0,8696cbf5b9517452bcc7f1b487f2e004d5741ee88f9f87f41bb71cc13d092e48,estacional,6399000,Barbero / Barbera,Barbero / Barbera,estacional,no,,,hacer viaje,ciclismo | jardineria_y_agricultura_urbana,no declarada,credito,2.61,calculado,media
PERF_0051,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ingeniero de software / Ingeniera de software. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 11181000 COP. Hobbies declarados: pintura. Objetivo: mejorar vivienda.,parcial,dentro_del_mvp,ingenieria_y_desarrollo_de_software,25120,Desarrolladores de software / Desarrolladoras de software,25120.031,Ingeniero de software / Ingeniera de software,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,pintura,,mejorar_vivienda,12_meses,,,actividad_principal:ingenieria_y_desarrollo_de_software | actividad_secundaria:ninguna | hobbies:pintura | meta:mejorar_vivienda | responsabilidad:aporte_hogar_compartido | historia:equilibrio_sostenible,ingenieria_y_desarrollo_de_software | pintura | mejorar_vivienda,responsabilidades,equilibrio_sostenible,28331959,0,si,test,si,fincoach_mvp_estructurado_v2.0,c12b60473ab78c511815096d3453e100035cad46713a0d658450cbb6374270fa,variable,11181000,Ingeniero de software / Ingeniera de software,Ingeniero de software / Ingeniera de software,variable,no,,,mejorar vivienda,pintura,no declarada,sin_deuda,0.0,calculado,baja
PERF_0052,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Nutricionista dietista. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 6929500 COP. Hobbies declarados: cocina_y_reposteria.,parcial,dentro_del_mvp,nutricion_y_dietetica,22650,Nutricionistas dietistas,22650.014,Nutricionista dietista,principal,estacional,si,,,,,,,,no_aplica,1,ingreso_estacional_declarado,cocina_y_reposteria,,,,apoyo_mensual_madre_o_padre,1.0,actividad_principal:nutricion_y_dietetica | actividad_secundaria:ninguna | hobbies:cocina_y_reposteria | meta:mejorar_vivienda | responsabilidad:apoyo_mensual_madre_o_padre | historia:variable_resiliente,nutricion_y_dietetica | cocina_y_reposteria | apoyo_mensual_madre_o_padre,meta,variable_resiliente,11266828,5621688,si,train,si,fincoach_mvp_estructurado_v2.0,734d5a912434460c23e3e198b32f502b315a511556fd89583d76911049d3a1cd,estacional,6929500,Nutricionista dietista,Nutricionista dietista,estacional,no,,,no declarado,cocina_y_reposteria,apoyo mensual madre o padre,credito,10.67,calculado,media
PERF_0053,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Disc jockey. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 4489500 COP. Hobbies declarados: manualidades_y_artesanias. Objetivo: crear fondo emergencia.,parcial,dentro_del_mvp,musica_y_entretenimiento_dj,26521,Intérpretes musicales,26521.035,Disc jockey,principal,estacional,si,,,,,,,,no_aplica,1,ingreso_estacional_declarado,manualidades_y_artesanias,,crear_fondo_emergencia,6_meses,gastos_de_un_hijo,1.0,actividad_principal:musica_y_entretenimiento_dj | actividad_secundaria:ninguna | hobbies:manualidades_y_artesanias | meta:crear_fondo_emergencia | responsabilidad:gastos_de_un_hijo | historia:uso_planificado_reserva,musica_y_entretenimiento_dj | manualidades_y_artesanias | crear_fondo_emergencia | gastos_de_un_hijo,otras_fuentes_no_declaradas,uso_planificado_reserva,14969973,0,si,train,si,fincoach_mvp_estructurado_v2.0,8859991b6d76cfd840d3ed18a7ecea86cd96613d67862e0f77e463e95ce37e0f,estacional,4489500,Disc jockey,Disc jockey,estacional,no,,,crear fondo emergencia,manualidades_y_artesanias,gastos de un hijo,sin_deuda,0.0,calculado,baja
PERF_0054,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ciclista. Estado de ingreso actual: apoyo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: musica. Objetivo: comprar equipo de trabajo.,parcial,dentro_del_mvp,deporte_competitivo_ciclismo,34210,Atletas y deportistas,34210.007,Ciclista,principal,apoyo,si,musica_y_entretenimiento_dj,26521.0,Intérpretes musicales,26521.035,Disc jockey,secundaria,variable,si,1,apoyo_declarado,musica,,comprar_equipo_de_trabajo,6_a_12_meses,,,actividad_principal:deporte_competitivo_ciclismo | actividad_secundaria:musica_y_entretenimiento_dj | hobbies:musica | meta:comprar_equipo_de_trabajo | responsabilidad:apoyo_parcial_a_dos_familiares | historia:deterioro_reciente,deporte_competitivo_ciclismo | musica_y_entretenimiento_dj | comprar_equipo_de_trabajo,hobbies | responsabilidades,deterioro_reciente,6768332,0,si,train,si,fincoach_mvp_estructurado_v2.0,b6ded4b713d72e1ceb2ac5211d2c9ba0c5037c08d467e0856ee6f79fbf5ea341,apoyo,500000,Ciclista,apoyo familiar o de terceros,apoyo,no,,,comprar equipo de trabajo,musica,no declarada,sin_deuda,0.0,calculado,baja
PERF_0055,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Repartidor de domicilios / Repartidora de domicilios. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: fotografia_y_video. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,domicilios_mensajeria_y_reparto,96211,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,fotografia_y_video,,ampliar_actividad_economica,6_meses,aporte_hogar_compartido,0.0,actividad_principal:domicilios_mensajeria_y_reparto | actividad_secundaria:ninguna | hobbies:fotografia_y_video | meta:ampliar_actividad_economica | responsabilidad:aporte_hogar_compartido | historia:fragilidad_sostenida,domicilios_mensajeria_y_reparto | fotografia_y_video | ampliar_actividad_economica | aporte_hogar_compartido,otras_fuentes_no_declaradas,fragilidad_sostenida,142441,13189055,si,train,si,fincoach_mvp_estructurado_v2.0,3f74204b59dcb81de38049cefdbad3361cd947cfc1bf6fe5205ba302301d57b6,fijo,500000,Repartidor de domicilios / Repartidora de domicilios,Repartidor de domicilios / Repartidora de domicilios,fijo,no,,,ampliar actividad economica,fotografia_y_video,aporte hogar compartido,credito,100.0,calculado,media
PERF_0056,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Vendedor de tienda / Vendedora de tienda. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: videojuegos_y_streaming | turismo_y_viajes. Objetivo: pagar deuda.,parcial,dentro_del_mvp,ventas_al_por_menor,52230,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",52230.032,Vendedor de tienda / Vendedora de tienda,principal,estable,si,agricultura,61131.0,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,secundaria,estacional,no,1,ingreso_fijo_declarado,videojuegos_y_streaming,turismo_y_viajes,pagar_deuda,3_a_12_meses,,,actividad_principal:ventas_al_por_menor | actividad_secundaria:agricultura | hobbies:videojuegos_y_streaming | turismo_y_viajes | meta:pagar_deuda | responsabilidad:apoyo_mensual_madre_o_padre | historia:situacion_critica,ventas_al_por_menor | pagar_deuda,segunda_actividad_economica | hobbies | responsabilidades,situacion_critica,386122,18182612,si,train,si,fincoach_mvp_estructurado_v2.0,c300cd4011574f0ed7ccc8bf9f1fc3f3a6380e9754b3743620e6bc33babb17ff,fijo,500000,Vendedor de tienda / Vendedora de tienda,Vendedor de tienda / Vendedora de tienda,fijo,no,,,pagar deuda,videojuegos_y_streaming | turismo_y_viajes,no declarada,credito,97.0,calculado,alta
PERF_0057,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Editor de video / Editora de video. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 9872000 COP. Hobbies declarados: turismo_y_viajes | cocina_y_reposteria. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,diseno_audiovisual_y_edicion_de_video,26541,"Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines",26541.06,Editor de video / Editora de video,principal,variable,si,docencia_y_formacion,23300.0,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,secundaria,estable,no,1,ingreso_variable_declarado,turismo_y_viajes,cocina_y_reposteria,ampliar_actividad_economica,6_meses,apoyo_mensual_madre_o_padre,1.0,actividad_principal:diseno_audiovisual_y_edicion_de_video | actividad_secundaria:docencia_y_formacion | hobbies:turismo_y_viajes | cocina_y_reposteria | meta:ampliar_actividad_economica | responsabilidad:apoyo_mensual_madre_o_padre | historia:acumulacion_estable,diseno_audiovisual_y_edicion_de_video | turismo_y_viajes | cocina_y_reposteria | ampliar_actividad_economica | apoyo_mensual_madre_o_padre,segunda_actividad_economica,acumulacion_estable,10750446,0,si,train,si,fincoach_mvp_estructurado_v2.0,31c302e5e3cf0cae6895257029edef74be5e8d2dceb06504eb57f5c856eaed3a,variable,9872000,Editor de video / Editora de video,Editor de video / Editora de video,variable,no,,,ampliar actividad economica,turismo_y_viajes | cocina_y_reposteria,apoyo mensual madre o padre,sin_deuda,0.0,calculado,baja
PERF_0058,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Docente de educación básica secundaria. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 4374667 COP. Hobbies declarados: impresion_3d | videojuegos_y_streaming. Objetivo: hacer certificacion profesional.,parcial,dentro_del_mvp,docencia_y_formacion,23300,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,impresion_3d,videojuegos_y_streaming,hacer_certificacion_profesional,3_a_6_meses,ninguna_declarada,0.0,actividad_principal:docencia_y_formacion | actividad_secundaria:ninguna | hobbies:impresion_3d | videojuegos_y_streaming | meta:hacer_certificacion_profesional | responsabilidad:ninguna_declarada | historia:equilibrio_sostenible,docencia_y_formacion | impresion_3d | videojuegos_y_streaming | hacer_certificacion_profesional | ninguna_declarada,otras_fuentes_no_declaradas,equilibrio_sostenible,2222355,8388100,si,validation,si,fincoach_mvp_estructurado_v2.0,23640a8e94b7976d07c10de48220f0b9640c97778122cf148e6ba22cb99e8a2b,fijo,4374667,Docente de educación básica secundaria,Docente de educación básica secundaria,fijo,no,,,hacer certificacion profesional,impresion_3d | videojuegos_y_streaming,ninguna declarada,credito,6.67,calculado,media
PERF_0059,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Horticultor / Horticultora. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 920000 COP. Hobbies declarados: jardineria_y_agricultura_urbana.,parcial,dentro_del_mvp,agricultura,61131,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,jardineria_y_agricultura_urbana,,,,apoyo_mensual_madre_o_padre,1.0,actividad_principal:agricultura | actividad_secundaria:ninguna | hobbies:jardineria_y_agricultura_urbana | meta:pagar_deuda | responsabilidad:apoyo_mensual_madre_o_padre | historia:variable_resiliente,agricultura | jardineria_y_agricultura_urbana | apoyo_mensual_madre_o_padre,meta,variable_resiliente,1620631,1974861,si,test,si,fincoach_mvp_estructurado_v2.0,2fdcacb5a3808f0835ab36eef652573b25d7d2f4c3f84f7555212865dc005e3d,fijo,920000,Horticultor / Horticultora,Horticultor / Horticultora,fijo,no,,,no declarado,jardineria_y_agricultura_urbana,apoyo mensual madre o padre,credito,24.31,calculado,alta
PERF_0060,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Barbero / Barbera. Estado de ingreso actual: apoyo. Ingreso mensual neto declarado: 593667 COP. Hobbies declarados: ciclismo | videojuegos_y_streaming. Objetivo: comprar equipo de trabajo.,amplia,dentro_del_mvp,peluqueria_y_barberia,51410,Peluqueros / Peluqueras,51410.001,Barbero / Barbera,principal,apoyo,si,docencia_y_formacion,23300.0,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,secundaria,estable,si,1,apoyo_declarado,ciclismo,videojuegos_y_streaming,comprar_equipo_de_trabajo,6_a_12_meses,medicamentos_de_un_familiar,1.0,actividad_principal:peluqueria_y_barberia | actividad_secundaria:docencia_y_formacion | hobbies:ciclismo | videojuegos_y_streaming | meta:comprar_equipo_de_trabajo | responsabilidad:medicamentos_de_un_familiar | historia:uso_planificado_reserva,peluqueria_y_barberia | docencia_y_formacion | ciclismo | videojuegos_y_streaming | comprar_equipo_de_trabajo | medicamentos_de_un_familiar,otras_fuentes_no_declaradas,uso_planificado_reserva,12394315,5447102,si,validation,si,fincoach_mvp_estructurado_v2.0,2cd8cafd148192cd64b7ad7784232e638234a12dab48a1b264194f1f3761cb0d,apoyo,593667,Barbero / Barbera,apoyo familiar o de terceros,apoyo,no,,,comprar equipo de trabajo,ciclismo | videojuegos_y_streaming,medicamentos de un familiar,credito,29.56,calculado,baja
PERF_0061,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ingeniero de software / Ingeniera de software. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 9334000 COP. Hobbies declarados: pintura | jardineria_y_agricultura_urbana. Objetivo: comprar equipo de trabajo.,parcial,dentro_del_mvp,ingenieria_y_desarrollo_de_software,25120,Desarrolladores de software / Desarrolladoras de software,25120.031,Ingeniero de software / Ingeniera de software,principal,estacional,si,,,,,,,,no_aplica,1,ingreso_estacional_declarado,pintura,jardineria_y_agricultura_urbana,comprar_equipo_de_trabajo,6_a_12_meses,ninguna_declarada,0.0,actividad_principal:ingenieria_y_desarrollo_de_software | actividad_secundaria:ninguna | hobbies:pintura | jardineria_y_agricultura_urbana | meta:comprar_equipo_de_trabajo | responsabilidad:ninguna_declarada | historia:deterioro_reciente,ingenieria_y_desarrollo_de_software | pintura | jardineria_y_agricultura_urbana | comprar_equipo_de_trabajo | ninguna_declarada,otras_fuentes_no_declaradas,deterioro_reciente,6165264,0,si,train,si,fincoach_mvp_estructurado_v2.0,45049ff10ef7c2d16ecc1d37397e07484b0989bd8037107cb65ed8a2ba25426f,estacional,9334000,Ingeniero de software / Ingeniera de software,Ingeniero de software / Ingeniera de software,estacional,no,,,comprar equipo de trabajo,pintura | jardineria_y_agricultura_urbana,ninguna declarada,sin_deuda,0.0,calculado,baja
PERF_0062,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Nutricionista dietista. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 740000 COP. Hobbies declarados: cocina_y_reposteria | ciclismo. Objetivo: mejorar vivienda.,parcial,dentro_del_mvp,nutricion_y_dietetica,22650,Nutricionistas dietistas,22650.014,Nutricionista dietista,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,cocina_y_reposteria,ciclismo,mejorar_vivienda,12_meses,,,actividad_principal:nutricion_y_dietetica | actividad_secundaria:ninguna | hobbies:cocina_y_reposteria | ciclismo | meta:mejorar_vivienda | responsabilidad:gastos_de_un_hijo | historia:fragilidad_sostenida,nutricion_y_dietetica | cocina_y_reposteria | ciclismo | mejorar_vivienda,responsabilidades,fragilidad_sostenida,1118941,15508493,si,train,si,fincoach_mvp_estructurado_v2.0,8e8bff11e30d0dcf5fd0fedbbefe0c9679b869a22873867625bc073321f40dc5,fijo,740000,Nutricionista dietista,Nutricionista dietista,fijo,no,,,mejorar vivienda,cocina_y_reposteria | ciclismo,no declarada,credito,52.75,calculado,alta
PERF_0063,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Disc jockey. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 3156000 COP. Ingreso adicional: actividad independiente adicional. Hobbies declarados: manualidades_y_artesanias | fotografia_y_video. Objetivo: comprar bicicleta.,parcial,dentro_del_mvp,musica_y_entretenimiento_dj,26521,Intérpretes musicales,26521.035,Disc jockey,principal,mixto,si,,,,,,,,no_aplica,2,ingresos_mixtos_declarados,manualidades_y_artesanias,fotografia_y_video,comprar_bicicleta,6_meses,gastos_de_un_hijo,1.0,actividad_principal:musica_y_entretenimiento_dj | actividad_secundaria:ninguna | hobbies:manualidades_y_artesanias | fotografia_y_video | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:situacion_critica,musica_y_entretenimiento_dj | manualidades_y_artesanias | fotografia_y_video | comprar_bicicleta | gastos_de_un_hijo,otras_fuentes_no_declaradas,situacion_critica,1273099,10707783,si,train,si,fincoach_mvp_estructurado_v2.0,5bcb4eeda4b969a5fcf181bda4828b37feea9bead48ef52543a1d3eb00536a03,mixto,3156000,Disc jockey,Disc jockey,mixto,si,actividad independiente adicional,variable,comprar bicicleta,manualidades_y_artesanias | fotografia_y_video,gastos de un hijo,credito,19.55,calculado,baja
PERF_0064,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ciclista. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 5606333 COP. Ingreso adicional: actividad independiente adicional. Hobbies declarados: musica | videojuegos_y_streaming. Objetivo: hacer certificacion profesional.,parcial,dentro_del_mvp,deporte_competitivo_ciclismo,34210,Atletas y deportistas,34210.007,Ciclista,principal,mixto,si,,,,,,,,no_aplica,2,ingresos_mixtos_declarados,musica,videojuegos_y_streaming,hacer_certificacion_profesional,3_a_6_meses,,,actividad_principal:deporte_competitivo_ciclismo | actividad_secundaria:ninguna | hobbies:musica | videojuegos_y_streaming | meta:hacer_certificacion_profesional | responsabilidad:ninguna_declarada | historia:acumulacion_estable,deporte_competitivo_ciclismo | musica | videojuegos_y_streaming | hacer_certificacion_profesional,responsabilidades,acumulacion_estable,6796126,0,si,validation,si,fincoach_mvp_estructurado_v2.0,ac83249a41a401aed1ec29162b609584aed9143378df2ccf1c770add1948b570,mixto,5606333,Ciclista,Ciclista,mixto,si,actividad independiente adicional,variable,hacer certificacion profesional,musica | videojuegos_y_streaming,no declarada,sin_deuda,0.0,calculado,media
PERF_0065,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Repartidor de domicilios / Repartidora de domicilios. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: fotografia_y_video.,parcial,dentro_del_mvp,domicilios_mensajeria_y_reparto,96211,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,principal,estable,si,ventas_al_por_menor,52230.0,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",52230.032,Vendedor de tienda / Vendedora de tienda,secundaria,mixto,no,1,ingreso_fijo_declarado,fotografia_y_video,,,,gastos_de_un_hijo,1.0,actividad_principal:domicilios_mensajeria_y_reparto | actividad_secundaria:ventas_al_por_menor | hobbies:fotografia_y_video | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:equilibrio_sostenible,domicilios_mensajeria_y_reparto | gastos_de_un_hijo,segunda_actividad_economica | hobbies | meta,equilibrio_sostenible,1713170,9537357,si,train,si,fincoach_mvp_estructurado_v2.0,5646a7f71b864b2f4f2b4d870f5ea7f741627ed5d27bf336bc0dbccf6ab01a6c,fijo,500000,Repartidor de domicilios / Repartidora de domicilios,Repartidor de domicilios / Repartidora de domicilios,fijo,no,,,no declarado,fotografia_y_video,gastos de un hijo,credito,55.2,calculado,alta
PERF_0066,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Vendedor de tienda / Vendedora de tienda. Estado de ingreso actual: sin_ingresos. Hobbies declarados: videojuegos_y_streaming | jardineria_y_agricultura_urbana. Objetivo: pagar deuda.,parcial,dentro_del_mvp,ventas_al_por_menor,52230,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",52230.032,Vendedor de tienda / Vendedora de tienda,principal,sin_ingresos,si,musica_y_entretenimiento_dj,26521.0,Intérpretes musicales,26521.035,Disc jockey,secundaria,variable,no,0,sin_ingresos_declarados,videojuegos_y_streaming,jardineria_y_agricultura_urbana,pagar_deuda,3_a_12_meses,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:ventas_al_por_menor | actividad_secundaria:musica_y_entretenimiento_dj | hobbies:videojuegos_y_streaming | jardineria_y_agricultura_urbana | meta:pagar_deuda | responsabilidad:apoyo_parcial_a_dos_familiares | historia:variable_resiliente,ventas_al_por_menor | pagar_deuda | apoyo_parcial_a_dos_familiares,segunda_actividad_economica | hobbies,variable_resiliente,2750437,1752544,si,validation,si,fincoach_mvp_estructurado_v2.0,1938f406199408fbf5d570f29809bbb4e6fde6b3e345b22157e6f5f43bd54651,sin_ingresos,0,Vendedor de tienda / Vendedora de tienda,sin ingresos actualmente; experiencia en Vendedor de tienda / Vendedora de tienda,sin_ingresos,no,,,pagar deuda,videojuegos_y_streaming | jardineria_y_agricultura_urbana,apoyo parcial a dos familiares,credito,,no_calculable_sin_ingresos,nunca
